run_id,model_alias,model_name,method_name,dataset_name,metric,mean,min,max
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,aime2024,count_factor_on_correct,0.36787944117144233,0.36787944117144233,0.36787944117144233
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,aime2024,tail_factor_on_correct,1.0,1.0,1.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,accuracy,0.7666666666666667,0.0,1.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,response_length_tokens,271.26666666666665,54.0,713.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,response_length_chars,1075.3,214.0,2852.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,total_response_length_tokens,3634.5,1041.0,7838.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,total_response_length_chars,1075.3,214.0,2852.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,api_call_count,1.3333333333333333,1.0,2.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,api_prompt_tokens,1074.5666666666666,647.0,2709.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,api_completion_tokens,3634.5,1041.0,7838.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,api_total_tokens,4709.066666666667,2367.0,8502.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,api_reasoning_tokens,3205.266666666667,846.0,7471.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,api_estimated_reasoning_tokens,1531.6666666666667,422.0,3630.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,api_reasoning_content_chars,8169.4,2442.0,19651.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,score_i,0.5278703735439588,0.0,0.8402076144515844
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,efficiency_i_on_correct,0.22131643546943106,0.011191752845528381,0.6005190361289611
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,length_factor_on_correct,0.13912813874913718,1.6601646894579877e-06,0.9673420482779712
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,answer_factor_on_correct,0.3655761811962477,0.32579226420261126,0.36787944117144233
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,reflection_factor_on_correct,0.9225999681054067,0.006737946999085467,1.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,count_factor_on_correct,0.36787944117144233,0.36787944117144233,0.36787944117144233
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,aime2024,tail_factor_on_correct,0.9937390902632113,0.8855951916344865,1.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,accuracy,0.98,0.0,1.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,response_length_tokens,105.28,47.0,240.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,response_length_chars,397.78,188.0,935.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,total_response_length_tokens,838.32,442.0,2128.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,total_response_length_chars,872.68,426.0,4141.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,api_call_count,2.0,2.0,2.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,api_prompt_tokens,471.86,336.0,1579.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,api_completion_tokens,838.32,442.0,2128.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,api_total_tokens,1310.18,778.0,3707.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,api_reasoning_tokens,560.8,282.0,1470.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,api_estimated_reasoning_tokens,346.88,157.0,877.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,api_reasoning_content_chars,1854.92,906.0,4871.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,score_i,0.8184469392902444,0.0,0.8426122638850534
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,efficiency_i_on_correct,0.5878748451281742,0.3176278069730951,0.6065306597126334
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,length_factor_on_correct,0.9283787389548809,0.11575840213626322,1.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,answer_factor_on_correct,0.36787944117144233,0.36787944117144233,0.36787944117144233
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,reflection_factor_on_correct,1.0,1.0,1.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,count_factor_on_correct,0.36787944117144233,0.36787944117144233,0.36787944117144233
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,gsm8k,tail_factor_on_correct,1.0,1.0,1.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,accuracy,0.94,0.0,1.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,response_length_tokens,103.52,25.0,485.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,response_length_chars,409.02,100.0,1938.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,total_response_length_tokens,422.44,133.0,1332.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,total_response_length_chars,409.02,100.0,1938.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,api_call_count,2.0,2.0,2.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,api_prompt_tokens,1055.26,909.0,1495.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,api_completion_tokens,422.44,133.0,1332.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,api_total_tokens,1477.7,1042.0,2827.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,api_reasoning_tokens,290.58,85.0,1169.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,api_estimated_reasoning_tokens,174.16,62.0,777.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,api_reasoning_content_chars,921.38,296.0,3987.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,score_i,0.7729850262677072,0.0,0.8426122638850534
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,efficiency_i_on_correct,0.5558112400736892,0.3166367693790532,0.6065306597126334
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,length_factor_on_correct,0.9824982183742995,0.54795478749992,1.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,answer_factor_on_correct,0.3220319485374332,0.10025884372280373,0.36787944117144233
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,reflection_factor_on_correct,0.9916283119087794,0.6065306597126334,1.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,count_factor_on_correct,0.36787944117144233,0.36787944117144233,0.36787944117144233
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,gsm8k,tail_factor_on_correct,0.8753735938925631,0.2725317930340126,1.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,accuracy,0.94,0.0,1.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,response_length_tokens,194.26,98.0,339.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,response_length_chars,765.48,349.0,1354.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,total_response_length_tokens,2039.54,695.0,8013.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,total_response_length_chars,1618.34,641.0,6217.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,api_call_count,2.0,2.0,2.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,api_prompt_tokens,610.86,328.0,3030.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,api_completion_tokens,2039.54,695.0,8013.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,api_total_tokens,2650.4,1089.0,9272.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,api_reasoning_tokens,1448.42,390.0,7402.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,api_estimated_reasoning_tokens,668.46,217.0,2064.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,api_reasoning_content_chars,3662.76,1288.0,13972.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,score_i,0.728119203256997,0.0,0.8426122638850534
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,efficiency_i_on_correct,0.43648724270477923,0.024169681786322002,0.6065306597126334
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,length_factor_on_correct,0.5217418746286036,2.1613606738648142e-05,1.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,answer_factor_on_correct,0.36787944117144233,0.36787944117144233,0.36787944117144233
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,reflection_factor_on_correct,0.9750991663800226,0.22313016014842982,1.0
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,count_factor_on_correct,0.36787944117144233,0.36787944117144233,0.36787944117144233
20260504_044629,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,plan_solve,math500,tail_factor_on_correct,1.0,1.0,1.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,accuracy,0.96,0.0,1.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,response_length_tokens,169.12,31.0,390.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,response_length_chars,667.8,124.0,1558.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,total_response_length_tokens,1193.54,215.0,3653.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,total_response_length_chars,667.8,124.0,1558.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,api_call_count,1.64,1.0,2.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,api_prompt_tokens,1089.34,558.0,1955.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,api_completion_tokens,1193.54,215.0,3653.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,api_total_tokens,2282.88,1154.0,4720.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,api_reasoning_tokens,934.64,161.0,3174.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,api_estimated_reasoning_tokens,424.58,77.0,1298.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,api_reasoning_content_chars,2341.3,477.0,7297.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,score_i,0.7666821157199486,0.0,0.8426122638850534
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,efficiency_i_on_correct,0.4965680096873661,0.1299728511686893,0.6065306597126334
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,length_factor_on_correct,0.7567239655304173,0.00588843144461348,1.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,answer_factor_on_correct,0.3417319188679695,0.169620184828482,0.36787944117144233
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,reflection_factor_on_correct,0.9836054441546931,0.6065306597126334,1.0
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,count_factor_on_correct,0.36787944117144233,0.36787944117144233,0.36787944117144233
20260504_050950,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tir,math500,tail_factor_on_correct,0.9289236652632422,0.46107546615912726,1.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,accuracy,0.36666666666666664,0.0,1.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,response_length_tokens,790.9,368.0,3270.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,response_length_chars,3154.366666666667,1471.0,13078.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,total_response_length_tokens,1464.8666666666666,676.0,5337.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,total_response_length_chars,3663.6,1821.0,13479.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,api_call_count,2.0,2.0,2.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,api_prompt_tokens,529.6666666666666,364.0,1076.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,api_completion_tokens,1464.8666666666666,676.0,5337.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,api_total_tokens,1994.5333333333333,1153.0,6413.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,api_reasoning_tokens,0.0,0.0,0.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,api_estimated_reasoning_tokens,0.0,0.0,0.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,api_reasoning_content_chars,0.0,0.0,0.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,score_i,0.2944789024584908,0.0,0.8426122638850534
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,efficiency_i_on_correct,0.5078106985806189,0.33287108369807955,0.6065306597126334
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,length_factor_on_correct,0.7198102318984541,0.1677708447576019,1.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,answer_factor_on_correct,0.36787944117144233,0.36787944117144233,0.36787944117144233
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,reflection_factor_on_correct,0.8778470661891361,0.049787068367863944,1.0
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,count_factor_on_correct,0.36787944117144233,0.36787944117144233,0.36787944117144233
20260504_062018,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,plan_solve,aime2024,tail_factor_on_correct,1.0,1.0,1.0
20260504_063001,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,tir,aime2024,accuracy,0.4,0.0,1.0
20260504_063001,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,tir,aime2024,response_length_tokens,843.1666666666666,296.0,3122.0
20260504_063001,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,tir,aime2024,response_length_chars,3345.266666666667,1184.0,12488.0
20260504_063001,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,tir,aime2024,total_response_length_tokens,1243.1,466.0,4537.0
20260504_063001,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,tir,aime2024,total_response_length_chars,3345.266666666667,1184.0,12488.0
20260504_063001,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,tir,aime2024,api_call_count,2.6666666666666665,1.0,9.0
20260504_063001,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,tir,aime2024,api_prompt_tokens,4343.533333333334,679.0,25264.0
20260504_063001,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,tir,aime2024,api_completion_tokens,1243.1,466.0,4537.0
20260504_063001,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,tir,aime2024,api_total_tokens,5586.633333333333,2256.0,29801.0
20260504_063001,Qwen2.5-Math-1.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,tir,aime2024,api_reasoning_tokens,0.0,0.0,0.0
